Id;Name;Country_iso;Country_id
1494;Omega Pharma;Int;20
1495;Omnia Holding;Int;30
1496;Omnicare Chemicals;UK;30
1497;Omnichem;Int;30
1498;Omron;Int;2
1499;Odette Benelux;Int;29
1500;Omv;AUS;1
1501;Omx Group;Int;10
1502;On Air;Int;1
1503;Onduline;Int;9
1504;Onex Corporation;Int;10
1505;On Semiconductors;Int;9
1506;Onvest;Int;30
1507;Opec;AUS;1
1508;Open Mind Technologies;Int;14
1509;Opentext;Int;9
1510;Oracle;GER;10
1511;Orange;Int;29
1512;Orascom;Int;30
1513;Orbis;Int;9
1514;Orbotech;BEL;2
1515;Oresundskonsortiet;Int;2
1516;Organon;Int;29
1517;Oriflame;Int;9
1518;Origin;Int;15
1519;Orion Farmos Pharmaceuticals;FIN;8
1520;Orkla Group;Int;30
1521;Orlen;Int;30
1522;Ormazabal;Int;10
1523;Ormit International Management;Int;15
1524;Orrick;Int;30
1525;Osce;AUS;1
1526;Oskar;CZE;5
1527;Ossur;ICE;13
1528;Ote Group;GRE;11
1529;Oticon;Int;30
1530;Zardoya Otis Sa;SPA;27
1531;Otsuka Pharma;Int;20
1532;Otto Bock;GER;10
1533;Ottoman Bank;Int;9
1534;Outokumpu;FIN;8
1535;Ovita;Int;30
1536;Oxford Instruments;Int;10
1537;Pa Consulting Group;Int;10
1538;Pajunk;Int;2
1539;Pall Corporation;Int;15
1540;Panalpina;Int;10
1541;Panasonic;Int;9
1542;Pannon;Int;10
1543;Pantex;Int;30
1544;Parexel International Corporat;Int;9
1545;Paroc Group;FIN;8
1546;Partners In Lighting;Int;30
1547;Pasteur Merieux Msd;Int;9
1548;Paul Hartmann;Int;30
1549;Oy Gustav Paulig Ab;Int;30
1550;Petroleum Development Omar;Int;10
1551;Pdv;Int;9
1552;Pearle;Int;17
1553;Pearson;Int;15
1554;Pechiney;Int;17
1555;Pedigree Petfoods Ltd;Int;10
1556;Pentax;Int;1
1557;Pepperl & Fuchs;Int;30
1558;Dr Pepper Snapple Group;UK;30
1559;Pepsico;UK;30
1560;Perkin-Elmer Nederland Bv;ITA;15
1561;Perkins Technology Ltd;Int;9
1562;Perlos;FIN;8
1563;Pernod Ricard;FRA;9
1564;Perstop;SWE;28
1565;Petercam;Int;9
1566;Petroleos De Portugal Sa Petro;Int;10
1567;Petrol Ljubljana;Int;20
1568;Petrorabigh;Int;15
1569;Petzetakis;GRE;11
1570;Peugeot Citroen;Int;30
1571;Pfizer;GER;10
1572;Polska Grupa Farmaceutyczna;Int;15
1573;Pgi;Int;29
1574;Phadia;Int;10
1575;Pharmapartners;Int;30
1576;Philip Morris;SWI;29
1577;Philips;NET;20
1578;Phillips Petroleum Company;Int;20
1579;Phillips Pet;Int;9
1580;Phonak;Int;15
1581;Photo Me;UK;30
1582;Pias;Int;1
1583;Picanol;Int;1
1584;Pierre Fabre;Int;29
1585;Pilkington;Int;10
1586;Pilsner Urquell;Int;30
1587;Pingo Doce Distribuic Aliment;Int;10
1588;Pioneer;Int;29
1589;Piraeus Bank;Int;2
1590;Pki Ag Philips Kommunikations;Int;17
1591;Pkn Orlen;POL;22
1592;Planeta;Int;1
1593;Plan International;Int;20
1594;Planmeca;Int;30
1595;Planon;Int;14
1596;Plansee;AUS;1
1597;Playtex;Int;20
1598;Pliva;CRO;4
1599;P&O;Int;9
1600;Podravka;CRO;4
1601;Pohjola;Int;30
1602;Point Carbon;Int;20
1603;Ceska Pojistovna;Int;15
1604;Polimoon;Int;9
1605;Polski Koncern Nafwyczn;Int;30
1606;Polkomtel;POL;22
1607;Polpharma Warszawa Sp Z O O;POL;22
1608;Telewizja Polsat;Int;10
1609;Poly-Clip System;Int;29
1610;Polymer Group Inc;Int;10
1611;Polynorm;Int;1
1612;Polytec;Int;14
1613;Porsche;GER;10
1614;Portugal Telecom;POR;23
1615;Portucel Industrial;Int;17
1616;Post Danmark;Int;10
1617;Post Office;Int;10
1618;Powergen Plc;Int;1
1619;Ppc;Int;10
1620;Ppg Industries;FRA;9
1621;Pinault Printemps Redoute;Int;15
1622;Pra;Int;30
1623;Praxair;Int;10
1624;Preh;Int;30
1625;Premier Farnell;Int;10
1626;Premier Paper;Int;15
1627;Press Clipping;Int;1
1628;Pricewater House Coopers;UK;30
1629;Ab Pripps Bryggerier;Int;30
1630;Pristop;SLV;30
1631;Probanka;Int;10
1632;Prochazka Randl Kubr & Partner;Int;20
1633;Procon Solutions;Int;10
1634;Procter And Gamble;SWI;29
1635;Produca Bv;Int;15
1636;Profirst Intl;Int;14
1637;Progress Software;Int;15
1638;Project2 Nv;BEL;2
1639;Projek Styrning;Int;2
1640;Prologis;Int;10
1641;Promedia;Int;9
1642;Progressive Recruitment Specia;Int;30
1643;Alexander Proudfoot Internatio;Int;30
1644;Provimi;Int;30
1645;Proxiserve;Int;15
1646;The Prudential Assurance Co;Int;15
1647;Polskie Sieci Elektroenergetyc;Int;9
1648;Psi Electronics;Int;10
1649;Publicis;Int;10
1650;Public Petroleum Corp;Int;14
1651;Punch;BEL;2
1652;Purator;Int;9
1653;Sa Puratos Nv;BEL;2
1654;Pz Cussons Polska Sa;Int;30
1655;Polski Zaklad Ubezpieczen;Int;10
1656;Qad;Int;29
1657;Qafco Qatar Fertiliser Co;Int;30
1658;Qatar General Electricity & Wa;Int;15
1659;Qatar Pertochemical;Int;9
1660;Qatar Steel Company;Int;10
1661;Qbe Intl;Int;15
1662;Qgpc Qatar General Petroleum C;Int;30
1663;Qatar Telecom (Q0Tel);Int;9
1664;Quaker Chiari   Forti;Int;10
1665;Quantum Chemical;Int;20
1666;Quantum Peripheral;Int;30
1667;Quelle;Int;9
1668;Quest;Int;9
1669;Quintiles;Int;10
1670;Raab Karcher Energy Service;Int;30
1671;Raba;Int;15
1672;Rabobank;NET;20
1673;Rackspace;Int;1
1674;Radio Korasidis;Int;30
1675;Radisson Sas;Int;2
1676;Raffinerie Tirlemontoise Sa;Int;17
1677;Raision Plc;FIN;8
1678;Ralston;Int;9
1679;Ram;Int;9
1680;Ramboll;Int;9
1681;Ranbaxy;Int;9
1682;Randstad;Int;14
1683;Rayovac;Int;30
1684;Raytheon Training Int'L Gmbh;GER;10
1685;Rci;Int;2
1686;Read;Int;9
1687;Real Software;Int;10
1688;Recordati;Int;10
1689;Recticel;Int;15
1690;Red Bull;Int;14
1691;Red Cross;SWI;29
1692;Redevco;Int;10
1693;Reebok;Int;30
1694;Reed Business;Int;15
1695;Reed Elsevier;Int;10
1696;Refresco Holding;Int;14
1697;Reichhold;Int;10
1698;Remondis;Int;30
1699;Remu;Int;15
1700;Remy Cointreau;Int;30
1701;Renault;FRA;9
1702;Repsol;Int;29
1703;Respironics;Int;30
1704;Rettig;FIN;8
1705;Reuters;UK;30
1706;Rewe Group;Int;15
1707;Rexam;UK;30
1708;Reykjavik University;ICE;13
1709;Rezidor;BEL;2
1710;Rferl;CZE;5
1711;Rhodia;FRA;9
1712;Richmond Events;UK;30
1713;Ricoh;Int;30
1714;Rieter;SWI;29
1715;Rio Tinto;UK;30
1716;Rjr Nabisco;Int;10
1717;Robeco;Int;30
1718;Robert Bosch;Int;9
1719;Robert Half Int Inc;Int;30
1720;Hoffmann La Roche;SWI;29
1721;Rockwell;BEL;2
1722;Rockwool International;Int;20
1723;Rohde & Schwarz;GER;10
1724;Rohm & Haas;FRA;9
1725;Roland Berger;Int;9
1726;Rolls Royce;Int;29
1727;Rom Telecom;Int;14
1728;Rover;Int;9
1729;Roxar;Int;1
1730;Royal Bank Of Scotland;UK;30
1731;Royal Bank Of Canada;Int;2
1732;Royal Doulton;Int;10
1733;Royal Insurance;Int;30
1734;Royal Sun Alliance;Int;9
1735;Rr Donnelley;Int;1
1736;Rsc;Int;9
1737;Rubbermaid;Int;30
1738;Rusal Group;RUS;29
1739;Ruuki;FIN;8
1740;Rwe;GER;10
1741;Memphis Hotel Amsterdam;Int;29
1742;Rzb Raiffeisen Zentralbank;Int;20
1743;Saudi Arabian Airlines;Int;10
1744;Saab;Int;29
1745;Saudi Arabian Monetary Agency;Int;30
1746;Banco De Sabadell;Int;30
1747;Sabic Services Ltd;SAU;9
1748;Safcor Panalpina;Int;14
1749;Safeway Plc;Int;1
1750;Saga Petroleum;Int;9
1751;Sage Group;Int;2
1752;Saint Gobain;Int;10
1753;Sales Academy;Int;20
1754;Salomon;Int;10
1755;Sampo Group;Int;9
1756;Samskip;Int;10
1757;Samsonite;Int;9
1758;Samsung Group;Int;29
1759;Sandvik;Int;9
1760;Sanitas;Int;2
1761;Sanofi Pasteur Msd;Int;15
1762;Sanofi Aventis;FRA;9
1763;Sanoma;Int;10
1764;Sanpaolo;Int;30
1765;Saudiarabian Oil Company;Int;9
1766;Sap;GER;10
1767;Saphad-Saudi Pharm Distributio;Int;30
1768;Sappi;BEL;2
1769;Sara Lee Corporation;UK;30
1770;Saratoga;Int;9
1771;Sarna;Int;1
1772;Sarnafil Int'L;Int;9
1773;Sas Scandinavian Airlines Syst;Int;30
1774;Sas Institute;GER;10
1775;Sat Gmbh;Int;9
1776;Scientific Atlanta;BEL;2
1777;Saudi American Bank;Int;15
1778;Saudi Hollandi Bank;Int;10
1779;Saudi Industrial Development F;Int;15
1780;Saudi Methanol Co Ar0Razi;Int;20
1781;Saudi Telecom;Int;30
1782;Savola Company;Int;30
1783;S&B Industrial;GRE;11
1784;Sbm Single Buoy Moorings Inc;MON;19
1785;Sca;SWE;28
1786;Scania;Int;30
1787;Scansource;Int;9
1788;Scandinavian Tobacco;Int;9
1789;Bankhaus Schelhammer & Schatt;Int;15
1790;Schenk;Int;30
1791;Schenker;Int;30
1792;Schering Ag;Int;9
1793;Schering Plough;SWI;29
1794;Schindler;SWI;29
1795;Schlumberger;FRA;9
1796;Schneider;FRA;9
1797;Schoellerarca;SWE;28
1798;Scholle;Int;30
1799;Schott;GER;10
1800;Schwarz;Int;30
1801;Schwarz Group;Int;10
1802;Scitex;Int;15
1803;Sc Johnson;UK;30
1804;Scottish Enterprise;Int;20
1805;Scottish & Newcastle;Int;10
1806;Scottish Power Plc;Int;10
1807;Sct Supreme Commission For T;Int;30
1808;Seagate Technology Int'L;Int;30
1809;Seagram;Int;20
1810;Seaquist;Int;15
1811;Seat Sa;Int;10
1812;Skandinaviska Enskilda Banken;Int;9
1813;Secil Cia De Cal E Cimento Sa;POR;23
1814;Securitas;Int;9
1815;Seda;Int;15
1816;Sedgwick;Int;14
1817;Seeda;UK;30
1818;Seguros Imperio;Int;10
1819;Selecta;Int;9
1820;Sengenwald;Int;14
1821;Sensormatic;Int;20
1822;Sepi;SPA;27
1823;Serco;Int;30
1824;Servier;Int;20
1825;Severomoraska Energetica;CZE;5
1826;Sevgap;Int;30
1827;Sfr;Int;9
1828;Sgl;Int;15
1829;Societe Generale De Surveillan;SWI;29
1830;Sharp;Int;9
1831;Shell;UK;30
1832;Shelman Sa Swiss Hellenic;Int;30
1833;Shire;Int;14
1834;Shook;Int;10
1835;Short Brothers Plc;Int;15
1836;Showcase;Int;15
1837;Sicpa;SWI;29
1838;Siegfried Ltd;SWI;29
1839;Siemens;GER;10
1840;Sifco;Int;10
1841;Sigma Aldrich;Int;10
1842;Sigma Coatings;NET;20
1843;Sigma Tau;ITA;15
1844;Silf Competence;Int;9
1845;Silicon Graphics;Int;10
1846;Singapore Air;Int;9
1847;Sipchem;Int;30
1848;Sisu Defence Oy;Int;20
1849;Sita;SWI;29
1850;Sj;Int;30
1851;Sjova;ICE;13
1852;Skandia;Int;20
1853;Skb;Int;20
1854;Skc Europe Gmbh;Int;10
1855;Skf;SWE;28
1856;Skoda;Int;29
1857;Slovak;Int;2
1858;Slovakofarma;Int;20
1859;Smith & Nephew;BEL;2
1860;Smiths;Int;30
1861;Smurfit Kappa Group;Int;10
1862;Sn Air Holding;BEL;2
1863;Sn Brussels Airlines;Int;2
1864;Snecma;Int;14
1865;Snell And Willcox;Int;1
1866;Den Sociale Ankestyrelse;Int;30
1867;The Social Development Office;Int;17
1868;Social Fund For Development;Int;15
1869;Soc Generale;FRA;9
1870;Sodexho;FRA;9
1871;Sokos;Int;15
1872;Sola;Int;15
1873;Solon Management Consulting Gm;GER;10
1874;Solutia;BEL;2
1875;Solvay;GER;10
1876;Somera;Int;29
1877;Somincor;Int;20
1878;Sonae Sgps Sa;POR;23
1879;Sonat;Int;20
1880;Sonneveld;Int;29
1881;Sonoco;BEL;2
1882;Sonotron;Int;30
1883;Sony;GER;10
1884;Sony Ericsson;UK;30
1885;Sorefi;Int;9
1886;Sorin Biomedica Cardio Srl;ITA;15
1887;Southco;Int;10
1888;Spadel;BEL;2
1889;Spar;Int;29
1890;Spectro Analytical Instruments;Int;1
1891;Spectrum Brands;Int;10
1892;Spencer Stuart;Int;2
1893;Spimaco;Int;14
1894;Spirent;UK;30
1895;Ceska Sporitelna;Int;9
1896;Springer;GER;10
1897;Spring Messe Management;Int;2
1898;Spx;Int;9
1899;Squire, Sanders & Dempsey;Int;30
1900;Sram;NET;20
1901;Ssc;Int;14
1902;Stafoord Miller;Int;17
1903;Stallergenes;Int;9
1904;Standard;UK;30
1905;Standard Chartered Bank;SWI;29
1906;Stanley;Int;10
1907;Starwood Hotels And Resorts Wo;BEL;2
1908;State Street;Int;30
1909;Statnett/The Norwegian Power G;Int;30
1910;Statoil;NOR;21
1911;Stedim Sa;FRA;9
1912;Steelcase;Int;10
1913;Stelmar Shipping Ltd;Int;9
1914;Sterling Health;Int;10
1915;St Gobain;GER;10
1916;St Jude;BEL;2
1917;Stmicro;SWI;29
1918;Stolt-Nielsen;NET;20
1919;Stora;Int;2
1920;Storagetek;UK;30
1921;Storck;Int;30
1922;Storebrand;Int;9
1923;Stork;Int;2
1924;Stratagene;Int;9
1925;Straumann Ag;Int;10
1926;Stryker;SWI;29
1927;Studio Moderna;Int;29
1928;Styrochem;Int;20
1929;Sudler;Int;9
1930;Suez;FRA;9
1931;Sulzer;SWI;29
1932;Sun Microsystems;IRE;14
1933;Sunrise Medical;Int;9
1934;Supresta-Phosphorus;Int;9
1935;Suzuki;Int;9
1936;Daniel Swarovski Corporation A;Int;15
1937;Swatch;Int;9
1938;Swedish Match;Int;17
1939;Swedwood;Int;9
1940;Swedish N.A. For Higher Educ;Int;10
1941;Swep;SWE;28
1942;Swift;BEL;2
1943;Swiss;SWI;29
1944;Sbc Warburg;Int;29
1945;Swisscom;SWI;29
1946;Swisscontrol;Int;10
1947;Swisslife;SWI;29
1948;Swiss Re;SWI;29
1949;Swiss Telecom;Int;2
1950;Sybase;Int;10
1951;Sydkraft;Int;20
1952;Sygnity;Int;30
1953;Symantech;Int;15
1954;Symbol Techno;UK;30
1955;Syngenta;SWI;29
1956;Synstar;Int;30
1957;Synthes;Int;9
1958;Sysopen;Int;29
1959;Syvox Corporation;Int;30
1960;Tac;Int;17
1961;Takeda;Int;17
1962;Talgentra;Int;15
1963;Tamoil;Int;15
1964;Tenabe Seiyaku;Int;9
1965;Tandem Computers Nv;Int;30
1966;Tap Air Portugal;Int;9
1967;Tate & Lyle;Int;2
1968;Taylor Woordrow;Int;9
1969;Tchibo;GER;10
1970;Tdc;DEN;6
1971;Tdc Switzerland Ag;Int;9
1972;Tdk;Int;10
1973;Team Training;Int;29
1974;Teboil;Int;10
1975;Tech Data;Int;30
1976;Techmar;BEL;2
1977;Technip;Int;10
1978;Teijin Group;Int;20
1979;Teijin Twaron;NET;20
1980;Teknia;Int;9
1981;Tektronix;Int;2
1982;Tele Atlas;BEL;2
1983;Telecom Eireann;Int;15
1984;Telecom Invest;Int;10
1985;Telecom Italia;SER;25
1986;Telefonica;UK;30
1987;Telemedia;Int;10
1988;Telenet;BEL;2
1989;Telenor;NOR;21
1990;Telenordia;Int;20
1991;Telerex;Int;30
1992;Telesoft;Int;9
1993;Telfort;Int;30
1994;Telia Sonera;SWE;28
1995;Ten Cate;Int;10
1996;Tenneco;Int;30
1997;Teo Lt Ab;Int;20
1998;Teradyne;UK;30
1999;Sc Terapia;ROM;24
2000;Ter Beke;Int;9
2001;Terex;Int;10
2002;Terumo;Int;10
2003;Tesa;GER;10
2004;Tesco Stores;Int;15
2005;Test Achats;Int;10
2006;Tetra Laval;SWI;29
2007;Teva;NET;20
2008;Texaco;UK;30
2009;Texas Instruments;Int;9
2010;Thames;Int;9
2011;Thermo Fisher Scientific;Int;9
2012;Thermo King;BEL;2
2013;Thomas & Betts European Centre;Int;20
2014;Thomas Cook;Int;30
2015;Thomas Group;Int;20
2016;Thomas Howell;Int;30
2017;Thomas'S;Int;1
2018;Thomassen Int'L Bv;Int;14
2019;Thomson;UK;30
2020;Thyssen;GER;10
2021;Thyssen-Krupp;Int;15
2022;Tibco;Int;30
2023;Time Magazine;Int;10
2024;Tim Hellas;Int;15
2025;Timken;FRA;9
2026;Tinfos;Int;29
2027;Tioxide;Int;30
2028;Tiscali;ITA;15
2029;Titan Cement Company;GRE;11
2030;Tno;NET;20
2031;Tnt;NET;20
2032;Tokheim Corporation;Int;30
2033;Torsan;Int;30
2034;Toshiba;NET;20
2035;Tosoh;NET;20
2036;Total;FRA;9
2037;Toyota;BEL;2
2038;Trade Arbed;Int;15
2039;Trainers House Oy;Int;10
2040;Tramedico;Int;29
2041;Trane;UK;30
2042;Transamerica;Int;9
2043;Tredegar Film Products;Int;15
2044;Trelleborg;Int;20
2045;Trespa;Int;10
2046;Trierenberg Holding Ag;AUS;1
2047;Troostwijk;Int;30
2048;Tropicana;Int;9
2049;Trumpf;Int;10
2050;Trustmedia;Int;1
2051;Trw;GER;10
2052;Tryg;Int;20
2053;Tsb;Int;9
2054;Tools Technic System;Int;9
2055;Tuev;GER;10
2056;Tulip Inn;Int;9
2057;Tupperware;SWI;29
2058;Turkcell Iletisim Hizmetleri A;Int;9
2059;Turku;FIN;8
2060;Turku Bio Valley;Int;30
2061;Turku Chamber Of Commerce;Int;29
2062;Int'L Turnkey Systems;Int;2
2063;Tvx;Int;14
2064;Twijnstra;Int;2
2065;Tyco;Int;30
2066;Tyrolit;Int;9
2067;Uap Union Des Assurances De Pa;Int;15
2068;Union Bank Of Switzerland;SWI;29
2069;Ucb;GER;10
2070;Ucl;Int;30
2071;Ul Int;Int;15
2072;Ulticom;FRA;9
2073;Umc;Int;30
2074;Umicore;BEL;2
2075;United Nations;AUS;1
2076;Unaxis Management Inc;SWI;29
2077;Undp;Int;10
2078;Unesco;Int;10
2079;Unhcr;Int;10
2080;Unibank;Int;20
2081;Unicef;Int;30
2082;Unicible;Int;30
2083;Unicom Bols;Int;10
2084;Unicredit Group;GER;10
2085;Unicredito;Int;1
2086;United Nations International D;Int;17
2087;Unilever;UK;30
2088;Union Carbide;Int;2
2089;Unipart;Int;20
2090;Unisabi;Int;10
2091;Unisource;Int;30
2092;Uni Storebrand Life;Int;15
2093;Unisys;Int;9
2094;United Airlines;Int;10
2095;United Biscuits;Int;10
2096;United Distillers Plc;Int;17
2097;Univar Europe Ltd;UK;30
2098;Intermec Label Products;Int;30
2099;Pharmacia Upjohn;Int;1
2100;Upm;FIN;8
2101;Ups Parcel Service;BEL;2
2102;Uralita;Int;9
2103;Urban Science;Int;10
2104;Uria;Int;10
2105;Usinor Group;Int;10
2106;Us Pharmacia;Int;30
2107;Uta;Int;30
2108;Utc;Int;10
2109;Utrecht Unif;Int;9
2110;Vacon;FIN;8
2111;Vaisala;Int;15
2112;Valeo;Int;10
2113;Vall;Int;30
2114;Valmet;Int;10
2115;Vandemoortele;Int;10
2116;Van Den Bergh;Int;10
2117;Van Leer;Int;10
2118;Van Melle;SWI;29
2119;Vantico;Int;15
2120;Vantis;Int;30
2121;Varian;SWI;29
2122;Varta Geraetebatterie Gmbh;GER;10
2123;Vasco;Int;10
2124;Vattenfall;GER;10
2125;Vdab;Int;10
2126;Veba;Int;30
2127;Vekoma;Int;14
2128;Velux;DEN;6
2129;Ventana Medical Systems Sa;FRA;9
2130;Veolia;Int;10
2131;Veritas;Int;15
2132;Verizon Business;UK;30
2133;Vermeer;Int;29
2134;Versatel Telecom Int'L;NET;20
2135;Vestel;Int;9
2136;Vf;Int;9
2137;Viag;Int;9
2138;Vickers;Int;9
2139;Vifor;Int;10
2140;Villeworth;Int;14
2141;Vimpelcom;RUS;17
2142;Viohalco Holdings;Int;10
2143;Vipnet D O O;Int;9
2144;Vips;Int;17
2145;Virgin;Int;9
2146;Visa International;UK;30
2147;Vishay;GER;10
2148;Vision Networks;Int;10
2149;Viskase;Int;30
2150;Visteon;Int;10
2151;Vitatron;Int;30
2152;Vivendi Universal;FRA;9
2153;Vivo;Int;9
2154;Vnu;BEL;2
2155;Vodafone;UK;30
2156;Voest Alpine;AUS;1
2157;Volkswagen;GER;10
2158;Volvo;SWE;28
2159;Vonage;Int;9
2160;Koninklijke Vopak;Int;15
2161;Vorwerk;GER;10
2162;Vredestein;Int;9
2163;Vroom;Int;1
2164;Vsea Varian;Int;15
2165;Vtt;Int;29
2166;Wacker;Int;9
2167;Wacker Group;Int;30
2168;Wagon;Int;10
2169;The Wall Street Journal;Int;30
2170;Walsh;Int;15
2171;Walt Disney;Int;9
2172;Wartsila Nsd;FIN;8
2173;Waters;Int;10
2174;Industrial Relations Europe;Int;14
2175;Wavin;NET;20
2176;World Customs Organization;Int;10
2177;Weber Shandwick;Int;10
2178;Weidmueller;Int;29
2179;Welch Allyn Inc;Int;30
2180;Weleda;Int;10
2181;Wella;GER;10
2182;Wessex Water;Int;10
2183;Westel;Int;20
2184;Western Atlas;Int;20
2185;Western Nis;Int;9
2186;Western Union;AUS;1
2187;Westinghouse;Int;9
2188;Westlb;Int;29
2189;Westvaco;Int;30
2190;Weyerheauser;Int;17
2191;Wfp World Food Programme;ITA;15
2192;Australian Wheat Board;Int;10
2193;Whirlpool Int'L;ITA;15
2194;Whitbread Plc;Int;14
2195;White   Case;Int;9
2196;Whitestein Tech;Int;10
2197;Who;DEN;6
2198;Wihuri;FIN;8
2199;William Grant;Int;9
2200;Willis;Int;10
2201;Wilson Color;Int;30
2202;Wipo;SWI;29
2203;Wolters Kluwer;Int;9
2204;The Worldbank Group;Int;10
2205;World Directories;Int;9
2206;Wpp;Int;10
2207;Wr Grace;Int;9
2208;The Wrigley Company;UK;30
2209;Wto;SWI;29
2210;Wunderman Cato Johnson;Int;10
2211;Wwf World Wildlife Fund For Na;Int;9
2212;Wyeth Lederle;UK;30
2213;Xansa;Int;9
2214;Xerox;UK;30
2215;Xiosbank;Int;10
2216;Xircom;BEL;2
2217;Xyrofin;Int;2
2218;Yageo;Int;14
2219;Yahoo;UK;30
2220;Yakult;Int;30
2221;Yamaha;Int;30
2222;Yellow Pages;Int;10
2223;Yemen Lng  ;Int;30
2224;Yit;Int;9
2225;Yokogawa;NET;20
2226;Yoplait;Int;14
2227;Yorkshire Electricity Group Pl;Int;14
2228;Yorkshire Water;Int;20
2229;Yukos Rm;Int;9
2230;Zambon;ITA;15
2231;Zamil Group Holding Company  ;Int;30
2232;Zander;Int;10
2233;Zanussi;Int;10
2234;Zara;Int;30
2235;Zdb;Int;30
2236;Zellweger;Int;17
2237;Zemeus;Int;29
2238;Zentiva;CZE;5
2239;Zivnostenska;Int;1
2240;Zsnp;Int;9
2241;Zumtobel;Int;10
2242;Zurich Re;SWI;29
2243;Zwack;Int;30
2244;Zweifel;Int;30
2245;Zyma Spa;Int;15
